1,9.43
2,15.12
3,3.78
4,16.84
5,13.59
6,15.96
7,5.37
8,14.07
9,8.87
10,5.97
11,17.94
12,21.75
13,3.33
14,15.15
15,14.13
16,3.72
17,16.13
18,14.41
19,5.55
20,24.55
21,16.15
22,10.25
23,21.02
24,9.83
25,6.26
26,32.17
27,11.97
28,23.13
29,27.73
30,17.82
31,21.78
32,13.77
33,0.92
34,5.82
35,16.39
36,-3.82
37,10.75
38,27.18
39,8.09
40,11.37
41,14.89
42,5.15
43,23.85
44,5.29
45,15.21
46,11.27
47,32.07
48,10.79
49,22.14
50,6.08
51,7.57
52,14.01
53,3.06
54,10.02
55,31.22
56,11.95
57,5.98
58,8.48
59,5.24
60,13.78
61,-1.44
62,40.75
63,0.51
64,4.39
65,33.2
66,21.7
67,22.26
68,16.91
69,2.97
70,14.47
71,13.65
72,10.27
73,10.9
74,7.84
75,17.03
76,10.48
77,5.37
78,13.74
79,6.88
80,0.08
81,15.56
82,13.04
83,-4.59
84,10.18
85,5.7
86,32.52
87,-0.07
88,13.57
89,7.85
90,7.89
91,27.63
92,1.24
93,20.14
94,8.08
95,22.11
96,10.22
97,12.62
98,14.4
99,8.36
100,4.41
101,12.21
102,17.77
103,9.67
104,7.12
105,11.59
106,-1.23
107,-6.69
108,19.16
109,15
110,19.25
111,10.47
112,32.11
113,-2.92
114,18.38
115,13.36
116,2.25
117,14.74
118,-8.59
119,21.41
120,15.57
121,34.93
122,10.17
123,8.9
124,14.55
125,25.51
126,18.67
127,13.24
128,12.39
129,11.48
130,8.09
131,17.17
132,5.43
133,12.37
134,6.57
135,20.1
136,1.36
137,14.52
138,26.22
139,10.7
140,2.37
141,9.32
142,15.97
143,14.54
144,9.93
145,6.24
146,4.14
147,18.14
148,20.19
149,22.56
150,15.52
151,14.55
152,22.8
153,21.87
154,8.8
155,7.04
156,10.88
157,20.09
158,23.74
159,3.14
160,12.33
161,6.43
162,-2.14
163,15.91
164,14.68
165,13.92
166,22.88
167,13.2
168,14.37
169,15.16
170,19.28
171,10.91
172,11.21
173,13.33
174,13.27
175,11.49
176,17.9
177,9.63
178,4.16
179,6.26
180,11.65
181,18.39
182,20.09
183,22.25
184,32.4
185,22.42
186,6.02
187,10.6
188,15.94
189,23.42
190,13.2
191,20.07
192,0.91
193,10.45
194,13.42
195,17.29
196,8.21
197,20.71
198,2.7
199,9.64
200,3.01
201,26.5
202,-0.04
203,18.76
204,7.72
205,6.77
206,11.9
207,14.07
208,13.21
209,19.59
210,18.33
211,0.61
212,11.35
213,13.06
214,19.12
215,11.9
216,12.98
217,7.74
218,10.66
219,4.46
220,15.82
221,12.43
222,2.14
223,4.94
224,-1.79
225,8.81
226,8.36
227,23.16
228,14.12
229,5.04
230,19.96
231,15.33
232,24.35
233,6.26
234,12.65
235,25.7
236,9.31
237,4.27
238,3.18
239,6.85
240,13.15
241,8.31
242,4.52
243,18.17
244,5.33
245,9.16
246,20.37
247,3.91
248,7.24
249,6.79
250,15.49
251,27.89
252,4.91
253,9.8
254,12.02
255,23.42
256,4.15
257,11.74
258,9.01
259,2.73
260,10.54
261,11.77
262,10.62
263,21.93
264,5.47
265,0.02
266,17.33
267,13.56
268,17.97
269,-4.18
270,23.32
271,1.9
272,10.08
273,14.49
274,-0.84
275,20.06
276,-0.69
277,15.62
278,13.99
279,9.71
280,10.43
281,-2.34
282,2.92
283,17.9
284,25.5
285,11.04
286,11.09
287,19.2
288,19.09
289,11.93
290,7.4
291,24.76
292,26.04
293,4.88
294,4.72
295,6.76
296,15.16
297,8.19
298,27.62
299,12.11
300,6.77
301,11.6
302,3.16
303,11.45
304,19.43
305,1.77
306,17.55
307,9.95
308,16.15
309,16.21
310,16.88
311,10.24
312,4.83
313,2.44
314,20.47
315,7.91
316,7.79
317,-0.86
318,7.7
319,21.01
320,4.18
321,18.07
322,11.34
323,12.11
324,3.66
325,8.25
326,13.22
327,29.99
328,9.07
329,23.3
330,13.59
331,0.16
332,21.95
333,16.11
334,13.24
335,-0.32
336,6.66
337,16.85
338,18.01
339,1.91
340,12.37
341,18.67
342,11.76
343,16.53
344,17.87
345,10.33
346,16.07
347,15.9
348,18.35
349,3.95
350,25.84
351,4.3
352,9.41
353,8.36
354,13.28
355,7.99
356,12.79
357,3.16
358,1.89
359,21.68
360,-0.92
361,11.51
362,14.03
363,1.56
364,17.4
365,5.18
366,8.4
367,13.36
368,3.89
369,-5.26
370,3.89
371,4.5
372,13.3
373,19.66
374,18.83
375,0.74
376,8.84
377,19.03
378,7.16
379,12.02
380,19.72
381,9.92
382,6.46
383,24.52
384,10.68
385,15.7
386,17.93
387,19.08
388,13.13
389,14.64
390,6.08
391,-2.17
392,21.4
393,11.53
394,16.51
395,-2.05
396,11.21
397,16.89
398,9.85
399,19.57
400,9.03
401,8.69
402,-1.08
403,7.35
404,8.88
405,16.03
406,11.76
407,10.17
408,17.22
409,14.38
410,7.9
411,-1.79
412,14.59
413,10.97
414,22.33
415,8
416,13.05
417,6.72
418,3.96
419,8.79
420,10.74
421,15.48
422,19.18
423,30.32
424,21.73
425,14.77
426,19.86
427,1.52
428,10.28
429,22.12
430,-0.64
431,19.74
432,18.59
433,19.69
434,18.64
435,14.55
436,11.55
437,-0.6
438,13.59
439,0.89
440,16.12
441,19.4
442,21.06
443,5.57
444,4.68
445,18.78
446,-1.5
447,-2.17
448,21.89
449,14.18
450,5.28
451,9.79
452,16.25
453,0.4
454,4.2
455,-4
456,17.93
457,2.67
458,26.71
459,7.67
460,10.27
461,14.29
462,18.45
463,9.4
464,9.35
465,12.3
466,13.2
467,3.07
468,8.47
469,8.79
470,18.19
471,12.24
472,10.63
473,-0.49
474,8.86
475,-0.88
476,2.87
477,20.03
478,-1.08
479,8.9
480,16.07
481,8.99
482,7.53
483,-0.57
484,4.8
485,14.64
486,3.09
487,8.68
488,11.69
489,24.51
490,4.97
491,19.5
492,19.4
493,7.15
494,5.5
495,12.95
496,13.79
497,6.29
498,11.77
499,15.13
500,11.38
501,1.52
502,24.28
503,9.08
504,10.05
505,14.75
506,24.39
507,14.22
508,13.42
509,19.46
510,19.38
511,29.51
512,2.22
513,10.04
514,10.72
515,15.48
516,7.51
517,3.67
518,14.7
519,13.44
520,8.06
521,26.15
522,4.57
523,18.1
524,-0.67
525,17.58
526,17
527,14.89
528,11.08
529,6.58
530,11.8
531,7.42
532,-0.41
533,12.63
534,17.94
535,9.81
536,13.93
537,4.44
538,11.95
539,0.98
540,2.46
541,-0.52
542,26.28
543,12.8
544,7.87
545,13.81
546,3.17
547,3.34
548,15.01
549,17.34
550,26.27
551,8.3
552,25.79
553,-0.82
554,7.3
555,6.47
556,14.25
557,5.1
558,17.2
559,7.2
560,17.82
561,1.72
562,19.98
563,9.54
564,6.74
565,9.58
566,22.86
567,7.59
568,-8.77
569,11.66
570,18.1
571,15.42
572,10.08
573,-4.9
574,-0.8
575,0.03
576,0.45
577,5.5
578,17.84
579,20.2
580,16.5
581,5.26
582,15.81
583,10.01
584,6.65
585,13.15
586,14.14
587,7.37
588,14.77
589,11.87
590,5.65
591,13.38
592,24.43
593,2.33
594,6.08
595,13.92
596,6.75
597,20.05
598,-0.1
599,21.02
600,14.65
601,-0.37
602,10.95
603,11.52
604,18.03
605,19.28
606,9.67
607,10.76
608,12.77
609,16.79
610,21.48
611,6.7
612,10.63
613,8.53
614,15.87
615,11.38
616,7.27
617,10.81
618,19.42
619,4.11
620,15.82
621,2
622,6.31
623,8.15
624,14.16
625,8.94
626,7.54
627,23.06
628,19.65
629,9.7
630,15.87
631,3.95
632,10.28
633,9.46
634,14.25
635,1.57
636,14.43
637,9.67
638,33.89
639,-2.76
640,26.51
641,9.69
642,8.62
643,1.39
644,4.77
645,21.18
646,9.91
647,7.33
648,8.89
649,18.66
